"CD_AnnotatedMembers_Overlap","CD_AnnotatedMembers_Pvalue","CD_AnnotatedMembers_Size","CD_CommunityName","CD_Labeled","CD_MemberList","CD_MemberList_LogSize","CD_MemberList_Size","name","selected"
"0.0","0.0","0","false","ISL1 PAX6","1.0","2","C517","false","C517"
"0.0","0.0","0","false","CHN1 EPHA4","1.0","2","C518","false","C518"
"0.0","0.0","0","false","EVX1 ISL1","1.0","2","C519","false","C519"
"0.0","0.0","0","false","LHX1 OTX2","1.0","2","C520","false","C520"
"0.0","0.0","0","false","OPN4 POU4F2","1.0","2","C521","false","C521"
"0.0","0.0","0","false","LHX4 OTX2","1.0","2","C522","false","C522"
"0.0","0.0","0","false","CNTN2 NRXN1","1.0","2","C523","false","C523"
"0.0","0.0","0","false","SCN1B TRPM4","1.0","2","C524","false","C524"
"0.0","0.0","0","false","PALLD VASP","1.0","2","C525","false","C525"
"0.0","0.0","0","false","KIF5B RET","1.0","2","C526","false","C526"
"0.0","0.0","0","false","GAP43 NCAM1","1.0","2","C527","false","C527"
"0.0","0.0","0","false","PAX6 SHH","1.0","2","C528","false","C528"
"0.0","0.0","0","false","LMX1A OTX2","1.0","2","C529","false","C529"
"0.0","0.0","0","false","CHN1 ROBO3","1.0","2","C530","false","C530"
"0.0","0.0","0","false","NRCAM SEMA6D","1.0","2","C531","false","C531"
"0.0","0.0","0","false","FOXG1 PAX6","1.0","2","C532","false","C532"
"0.0","0.0","0","false","RPS19 SBDS","1.0","2","C533","false","C533"
"0.0","0.0","0","false","DSCAM DSCAML1","1.0","2","C534","false","C534"
"0.0","0.0","0","false","FOSL1 MAPK14","1.0","2","C535","false","C535"
"0.0","0.0","0","false","L1CAM MAPK1","1.0","2","C536","false","C536"
"0.0","0.0","0","false","JAML PLXNB2","1.0","2","C537","false","C537"
"0.0","0.0","0","false","DOCK2 RHOG","1.0","2","C538","false","C538"
"0.0","0.0","0","false","LHX2 LHX9","1.0","2","C539","false","C539"
"0.0","0.0","0","false","EDNRA RNASE2","1.0","2","C540","false","C540"
"0.0","0.0","0","false","FPR2 PTAFR","1.0","2","C541","false","C541"
"0.0","0.0","0","false","DCC NTN5","1.0","2","C542","false","C542"
"0.0","0.0","0","false","MYOT PLEC","1.0","2","C543","false","C543"
"0.0","0.0","0","false","EVX1 LHX1","1.0","2","C544","false","C544"
"0.0","0.0","0","false","ARHGEF16 SCRIB","1.0","2","C545","false","C545"
"0.0","0.0","0","false","EPHB1 ISL2","1.0","2","C546","false","C546"
"0.0","0.0","0","false","NKX2-1 RET","1.0","2","C547","false","C547"
"0.0","0.0","0","false","FEZ1 KIF5B","1.0","2","C548","false","C548"
"0.0","0.0","0","false","DSCAM NRXN1","1.0","2","C549","false","C549"
