"CD_AnnotatedMembers_Overlap","CD_AnnotatedMembers_Pvalue","CD_AnnotatedMembers_Size","CD_CommunityName","CD_Labeled","CD_MemberList","CD_MemberList_LogSize","CD_MemberList_Size","name","selected"
"0.0","0.0","0","false","ARRB2 OR10A4 OR10J5 OR1D2 USP33","2.322","5","C25866","false","C25866"
"0.0","0.0","0","false","CH25H CNR2 CYP7B1 GPR183 HSD3B7","2.322","5","C25945","false","C25945"
"0.0","0.0","0","false","BMP4 BMP7 BMPR1B DRGX GDF7 NOG SMAD4","2.807","7","C25914","false","C25914"
"0.0","0.0","0","false","CHN1 EFNA1 EFNA2 EFNA3 EFNA4 EFNA5 EFNB1 EFNB2 EFNB3 EPHA1 EPHA10 EPHA2 EPHA3 EPHA4 EPHA5 EPHA6 EPHA7 EPHA8 EPHB1 EPHB2 EPHB3 EPHB4 EPHB6","4.524","23","C25903","false","C25903"
"0.0","0.0","0","false","ALCAM AMOT ANGPT1 APP ARHGAP35 ARHGEF16 ARHGEF5 ARTN ATOH1 ATP1A2 B3GNT2 B4GAT1 BCAR1 BCL11B BDNF BIN2 BMP4 BMP7 BMPR1B BOC BSG CCN1 CCN3 CDH4 CDK5 CDK5R1 CDK5R2 CH25H CHGA CHL1 CHN1 CLN6 CNR2 CNTN1 CNTN2 CNTN4 CNTN5 CNTN6 COLEC10 CORO1A CORO1B CREB3 CRK CRKL CRMP1 CRPPA CSF1R CYFIP1 CYP7B1 DAG1 DCC DLX5 DOCK2 DOCK4 DPEP1 DPYSL2 DPYSL4 DPYSL5 DRAXIN DRGX DSCAM DSCAML1 DVL1 ECSCR EFNA1 EFNA2 EFNA3 EFNA4 EFNA5 EFNB1 EFNB2 EFNB3 EGR2 EGR3 ELMO2 EMB ENAH ENG EP300 EPHA1 EPHA10 EPHA2 EPHA3 EPHA4 EPHA5 EPHA6 EPHA7 EPHA8 EPHB1 EPHB2 EPHB3 EPHB4 EPHB6 ERBB2 ETV1 EVX1 EXT1 FER FES FEZ1 FEZ2 FGF10 FGF2 FGF7 FLRT2 FLRT3 FLT1 FOSL1 FOXD1 FOXG1 FYN FZD3 FZD4 GAB1 GAP43 GAS6 GATA3 GBF1 GBX2 GDF7 GDNF GFRA3 GLI2 GLI3 GPNMB GPR183 GRIN2A GRIN2C HBEGF HGF HOXA2 HOXB9 HRAS HSD3B7 ISL1 ISL2 ITGA1 ITGA9 ITGAV ITGB3 KIF5A KIF5B KIF5C KIT KLF7 L1CAM LAMA1 LAMA2 LAMA3 LAMA5 LAMB2 LAMC2 LEF1 LGALS3 LGALS9 LGI1 LGR6 LHX1 LHX2 LHX3 LHX4 LHX9 LMX1A LOX LSP1 LYPLA2 MACO1 MAP2K1 MAPK1 MAPK14 MDK MET MYCBP2 MYOT MYPN NCAM1 NCKAP1L NECTIN1 NEFL NEO1 NEXN NFASC NFIB NGFR NIBAN2 NKX2-1 NOG NOTCH1 NOTCH2 NOTCH3 NPTN NR4A1 NRCAM NRG1 NRG3 NRP1 NRP2 NRXN1 NRXN3 NTF3 NTN1 NTN3 NTN5 NTRK1 OPHN1 OTX2 PALLD PARVA PAX6 PDE4B PDGFA PDGFB PDGFRA PDGFRB PGF PIK3C2G PIK3CB PIK3CD PIK3CG PIKFYVE PIP5K1A PIP5K1C PLAU PLAUR PLEC PLEKHG5 PLGRKT PLXNA1 PLXNA2 PLXNA3 PLXNA4 PLXNB1 PLXNB2 PLXNB3 PLXNC1 PLXND1 POU4F2 POU4F3 PPIA PPIB PPP3CB PREX1 PRKCD PRKCQ PSEN1 PTCH1 PTK2 PTK7 PTN PTPRJ PTPRO RAB13 RAC1 RAC2 RALA RALBP1 RCAN1 RELN RET RHO RHOA RHOG RHOH RIPOR2 ROBO1 ROBO2 ROBO3 ROBO4 RPL24 RPS19 RPS6KA5 RYK SBDS SCG2 SCN1B SCRIB SEMA3A SEMA3B SEMA3C SEMA3D SEMA3E SEMA3F SEMA3G SEMA4A SEMA4B SEMA4C SEMA4D SEMA4F SEMA4G SEMA5A SEMA5B SEMA6A SEMA6B SEMA6C SEMA6D SEMA7A SHANK3 SHH SIAH1 SLC12A2 SLC37A4 SLIT1 SLIT2 SLIT3 SMAD4 SMO SOS1 SPN SRP54 SYK TENM2 TGFB2 TMEFF1 TNFRSF11A TNFSF11 TNFSF14 TNR TPBG TRPM4 TSC2 TTC8 TUBB3 UNC5A UNC5B UNC5C UNC5D VASP VAV1 VAV3 VAX1 VEGFB VEGFC VEGFD WDR1 WNT3 WNT3A WNT5A","8.397","337","C25959","false","C25959"
"0.0","0.0","0","false","ARHGEF5 MACO1 OPHN1 PLEKHG5 RHOA RIPOR2","2.585","6","C25916","false","C25916"
"0.0","0.0","0","false","GPNMB HBEGF","1.0","2","C25941","false","C25941"
"0.0","0.0","0","false","NCAM1","0.0","1","C25935","false","C25935"
"0.0","0.0","0","false","AGTR1 ARHGEF25 CYSLTR1 ECE1 EDN1 EDN2 EDN3 EDNRA EDNRB FFAR2 HCRTR2 HRH1 KALRN LPAR1 LTB4R2 LYST OPN4 PROK2 PTAFR TRIO","4.322","20","C25810","false","C25810"
"0.0","0.0","0","false","ENAH VASP","1.0","2","C25947","false","C25947"
"0.0","0.0","0","false","APOA1 CALCA HRG LBP LECT2 LRP12 SAA1 SERPIND1","3.0","8","C25852","false","C25852"
"0.0","0.0","0","false","PDE4B PIK3C2G PIK3CB PIK3CD PIK3CG PIKFYVE PIP5K1A PIP5K1C PREX1","3.17","9","C25911","false","C25911"
"0.0","0.0","0","false","BSG DPEP1 EMB NPTN PPIA PPIB SPN","2.807","7","C25938","false","C25938"
"0.0","0.0","0","false","ANGPT1 ENG FLT1 NGFR PDGFA PDGFB PGF VEGFB VEGFC VEGFD","3.322","10","C25906","false","C25906"
"0.0","0.0","0","false","ABCC1 ACKR2 ACKR3 ACKR4 ADAM8 ADGRE2 AGTR1 ALOX5 ANOS1 ANXA1 APOA1 ARHGEF25 ARRB2 AZU1 C3AR1 C5 C5AR1 C5AR2 CALCA CCDC141 CCL1 CCL11 CCL13 CCL14 CCL15 CCL16 CCL17 CCL18 CCL19 CCL2 CCL20 CCL21 CCL22 CCL23 CCL24 CCL25 CCL26 CCL27 CCL28 CCL3 CCL3L1 CCL4 CCL4L2 CCL5 CCL7 CCL8 CCR1 CCR10 CCR2 CCR3 CCR4 CCR5 CCR6 CCR7 CCR8 CCR9 CCRL2 CKLF CMKLR1 CMTM1 CMTM2 CMTM3 CMTM5 CMTM7 CMTM8 CSF3R CTSG CX3CL1 CX3CR1 CXADR CXCL1 CXCL10 CXCL11 CXCL12 CXCL13 CXCL14 CXCL16 CXCL17 CXCL2 CXCL3 CXCL5 CXCL6 CXCL8 CXCL9 CXCR1 CXCR2 CXCR3 CXCR4 CXCR5 CXCR6 CYSLTR1 DEFA1 DEFA1B DEFA4 DEFB1 DEFB103A DEFB103B DEFB104A DEFB104B DEFB130A DEFB130B DEFB4A DEFB4B DPP4 ECE1 EDN1 EDN2 EDN3 EDNRA EDNRB ENPP2 FCER1G FEZF1 FFAR2 FPR1 FPR2 FPR3 GPR37 HCRTR2 HMGB1 HMGB2 HRG HRH1 IL10 IL16 IL17RA IL17RC IL1B IL6 IL6R ITGB2 JAML KALRN LBP LECT2 LPAR1 LRP12 LTB4R2 LYST MIF MOSPD2 MSMP NUP85 OPN4 OR10A4 OR10J5 OR1D2 PF4 PF4V1 PLA2G10 PLA2G1B PLA2G6 PLD1 PLP2 PPBP PROK2 PTAFR PTGDR2 RARRES2 RNASE2 RNASE3 S100A12 S100A8 S100A9 S1PR1 SAA1 SERPIND1 SFTPD SLAMF1 SLAMF8 TAFA4 TREM1 TRIO TYMP USP33 VCAM1 VSTM2L XCL1 XCL2 XCR1","7.492","180","C25958","false","C25958"
"0.0","0.0","0","false","ABCC1 DPP4","1.0","2","C25895","false","C25895"
