"CD_AnnotatedMembers_Overlap","CD_AnnotatedMembers_Pvalue","CD_AnnotatedMembers_Size","CD_CommunityName","CD_Labeled","CD_MemberList","CD_MemberList_LogSize","CD_MemberList_Size","name","selected"
"0.0","0.0","0","false","ABCC1 ADAM8 ADGRE2 ALOX5 AMOT ANOS1 ANXA1 APOA1 ARHGEF16 ARHGEF25 ARHGEF5 ARRB2 ARTN ATOH1 ATP1A2 AZU1 B3GNT2 B4GAT1 BCL11B BIN2 BMP7 BMPR1B BOC BSG C3AR1 C5 C5AR2 CALCA CCDC141 CCN1 CCN3 CCR2 CDH4 CDK5 CDK5R1 CDK5R2 CH25H CHGA CHL1 CHN1 CKLF CLN6 CMKLR1 CMTM1 CMTM2 CMTM3 CMTM5 CMTM7 CMTM8 CNR2 CNTN1 CNTN2 CNTN4 CNTN5 CNTN6 COLEC10 CORO1A CORO1B CREB3 CRMP1 CRPPA CTSG CXADR CYFIP1 CYP7B1 CYSLTR1 DAG1 DCC DEFA1 DEFA1B DEFA4 DEFB1 DEFB103A DEFB103B DEFB104A DEFB104B DEFB130A DEFB130B DEFB4A DEFB4B DLX5 DOCK2 DOCK4 DPEP1 DPYSL2 DPYSL4 DPYSL5 DRAXIN DRGX DSCAM DSCAML1 DVL1 ECE1 ECSCR EDN2 EDN3 EDNRA EDNRB EGR2 EGR3 ELMO2 EMB ENAH ENPP2 ETV1 EVX1 EXT1 FER FES FEZ1 FEZ2 FEZF1 FFAR2 FGF2 FLRT2 FLRT3 FOSL1 FOXD1 FOXG1 FPR1 FPR2 FPR3 FZD3 FZD4 GAP43 GAS6 GBF1 GBX2 GDF7 GFRA3 GLI3 GPNMB GPR183 GPR37 GRIN2A GRIN2C HBEGF HCRTR2 HMGB1 HMGB2 HOXA2 HOXB9 HRAS HRG HRH1 HSD3B7 IL17RA IL17RC ISL2 ITGA9 JAML KIF5A KIF5B KIF5C KLF7 LAMA2 LAMA3 LAMA5 LAMB2 LAMC2 LBP LECT2 LGALS9 LGI1 LGR6 LHX1 LHX2 LHX3 LHX4 LHX9 LMX1A LPAR1 LRP12 LSP1 LTB4R2 LYPLA2 LYST MACO1 MAPK1 MAPK14 MDK MOSPD2 MSMP MYCBP2 MYOT MYPN NCKAP1L NECTIN1 NEFL NEO1 NEXN NFASC NFIB NIBAN2 NKX2-1 NOG NOTCH1 NOTCH2 NPTN NR4A1 NRCAM NRG1 NRG3 NRXN1 NRXN3 NTN3 NTN5 NUP85 OPHN1 OPN4 OR10A4 OR10J5 OR1D2 OTX2 PALLD PARVA PAX6 PDE4B PIK3C2G PIK3CG PIKFYVE PIP5K1A PIP5K1C PLA2G10 PLA2G1B PLA2G6 PLAUR PLD1 PLEC PLEKHG5 PLGRKT PLP2 PLXNA2 PLXNB1 PLXNB2 PLXNB3 PLXNC1 POU4F2 POU4F3 PPIA PPIB PPP3CB PREX1 PRKCD PRKCQ PROK2 PTAFR PTK7 PTPRJ PTPRO RAB13 RALA RALBP1 RARRES2 RCAN1 RET RHO RHOA RHOG RHOH RIPOR2 RNASE2 RNASE3 ROBO1 ROBO3 ROBO4 RPL24 RPS19 RPS6KA5 RYK S100A8 S100A9 SAA1 SBDS SCG2 SCN1B SCRIB SEMA3B SEMA4A SEMA4B SEMA4C SEMA4F SEMA4G SEMA5A SEMA5B SEMA6B SEMA6C SERPIND1 SFTPD SHANK3 SIAH1 SLAMF1 SLAMF8 SLC12A2 SLC37A4 SMO SRP54 SYK TAFA4 TENM2 TMEFF1 TNFRSF11A TNFSF11 TNFSF14 TNR TPBG TRPM4 TSC2 TTC8 TUBB3 UNC5A UNC5B UNC5C UNC5D USP33 VASP VAX1 VSTM2L WDR1 WNT3","8.322","320","C26107","false","C26107"
"0.0","0.0","0","false","B3GNT2 B4GAT1 CRPPA DAG1 FER LAMA2 MYOT MYPN PLEC","3.17","9","C25810","false","C25810"
"0.0","0.0","0","false","FEZ1 FEZ2 GBF1 KIF5A KIF5B KIF5C NEFL TUBB3","3.0","8","C25811","false","C25811"
"0.0","0.0","0","false","DEFA1B DEFB1 DEFB103A DEFB103B DEFB104A DEFB104B DEFB130A DEFB130B","3.0","8","C25812","false","C25812"
"0.0","0.0","0","false","DVL1 FZD3 FZD4 PTK7 RYK TPBG WNT3","2.807","7","C25813","false","C25813"
"0.0","0.0","0","false","CKLF CMTM1 CMTM2 CMTM3 CMTM5 CMTM7 CMTM8","2.807","7","C25814","false","C25814"
"0.0","0.0","0","false","ANOS1 CCDC141 FEZF1 FLRT3 PROK2 TENM2","2.585","6","C25815","false","C25815"
"0.0","0.0","0","false","DOCK4 RPL24 RPS19 SBDS SLC37A4 SRP54","2.585","6","C25816","false","C25816"
"0.0","0.0","0","false","ALOX5 ENPP2 PLA2G10 PLA2G1B PLA2G6 PLD1","2.585","6","C25817","false","C25817"
"0.0","0.0","0","false","APOA1 HRG LBP LECT2 LRP12 SERPIND1","2.585","6","C25818","false","C25818"
"0.0","0.0","0","false","ECE1 EDN2 EDN3 EDNRA EDNRB LYST","2.585","6","C25819","false","C25819"
"0.0","0.0","0","false","BSG DPEP1 EMB NPTN PPIA PPIB","2.585","6","C25820","false","C25820"
"0.0","0.0","0","false","CNTN1 NFASC NRCAM SCN1B TRPM4","2.322","5","C25821","false","C25821"
"0.0","0.0","0","false","FLRT2 NTN3 UNC5A UNC5C UNC5D","2.322","5","C25822","false","C25822"
"0.0","0.0","0","false","ATP1A2 CNTN4 NRXN1 NRXN3 SHANK3","2.322","5","C25823","false","C25823"
"0.0","0.0","0","false","BIN2 CORO1A CORO1B NCKAP1L WDR1","2.322","5","C25824","false","C25824"
"0.0","0.0","0","false","CRMP1 DPYSL2 DPYSL4 DPYSL5 FES","2.322","5","C25825","false","C25825"
"0.0","0.0","0","false","CH25H CNR2 CYP7B1 GPR183 HSD3B7","2.322","5","C25826","false","C25826"
"0.0","0.0","0","false","AZU1 CTSG DEFA4 RNASE2 RNASE3","2.322","5","C25827","false","C25827"
"0.0","0.0","0","false","ARHGEF25 HCRTR2 HRH1 RHO","2.0","4","C25828","false","C25828"
"0.0","0.0","0","false","MACO1 PLEKHG5 RHOA RIPOR2","2.0","4","C25829","false","C25829"
"0.0","0.0","0","false","PIK3C2G PIKFYVE PIP5K1A PIP5K1C","2.0","4","C25830","false","C25830"
"0.0","0.0","0","false","EVX1 ISL2 LHX3 LHX4","2.0","4","C25831","false","C25831"
"0.0","0.0","0","false","LAMA3 LAMA5 LAMB2 LAMC2","2.0","4","C25832","false","C25832"
"0.0","0.0","0","false","CMKLR1 GPR37 LGR6 RARRES2","2.0","4","C25833","false","C25833"
"0.0","0.0","0","false","COLEC10 KLF7 PLAUR PLGRKT","2.0","4","C25834","false","C25834"
"0.0","0.0","0","false","EGR2 EGR3 FOSL1 NR4A1","2.0","4","C25835","false","C25835"
"0.0","0.0","0","false","ARRB2 OR10A4 OR10J5 OR1D2","2.0","4","C25836","false","C25836"
"0.0","0.0","0","false","ENAH PALLD VASP","1.585","3","C25837","false","C25837"
"0.0","0.0","0","false","ARHGEF5 OPHN1 RHOG","1.585","3","C25838","false","C25838"
"0.0","0.0","0","false","LSP1 NECTIN1 NEXN","1.585","3","C25839","false","C25839"
"0.0","0.0","0","false","PLXNB2 SEMA4C SEMA4G","1.585","3","C25840","false","C25840"
"0.0","0.0","0","false","ECSCR ROBO4 UNC5B","1.585","3","C25841","false","C25841"
"0.0","0.0","0","false","DSCAM DSCAML1 NTN5","1.585","3","C25842","false","C25842"
"0.0","0.0","0","false","TNFRSF11A TNFSF11 TNFSF14","1.585","3","C25843","false","C25843"
"0.0","0.0","0","false","RAB13 RALA RALBP1","1.585","3","C25844","false","C25844"
"0.0","0.0","0","false","CREB3 MAPK1 RPS6KA5","1.585","3","C25845","false","C25845"
"0.0","0.0","0","false","LHX2 LHX9 VAX1","1.585","3","C25846","false","C25846"
"0.0","0.0","0","false","CLN6 GAP43 LYPLA2","1.585","3","C25847","false","C25847"
"0.0","0.0","0","false","DOCK2 PREX1 RHOH","1.585","3","C25848","false","C25848"
"0.0","0.0","0","false","AMOT ARHGEF16 SCRIB","1.585","3","C25849","false","C25849"
"0.0","0.0","0","false","CCR2 MSMP NUP85","1.585","3","C25850","false","C25850"
"0.0","0.0","0","false","BOC GLI3 SMO","1.585","3","C25851","false","C25851"
"0.0","0.0","0","false","BMP7 BMPR1B GDF7","1.585","3","C25852","false","C25852"
"0.0","0.0","0","false","GBX2 LMX1A OTX2","1.585","3","C25853","false","C25853"
"0.0","0.0","0","false","ITGA9 PARVA TNR","1.585","3","C25854","false","C25854"
"0.0","0.0","0","false","CHGA NKX2-1 SCG2","1.585","3","C25855","false","C25855"
"0.0","0.0","0","false","ARTN GFRA3 RET","1.585","3","C25856","false","C25856"
"0.0","0.0","0","false","FPR3 SLAMF8 VSTM2L","1.585","3","C25857","false","C25857"
"0.0","0.0","0","false","CDK5 CDK5R1 CDK5R2","1.585","3","C25858","false","C25858"
"0.0","0.0","0","false","CHL1 CNTN5 CNTN6","1.585","3","C25859","false","C25859"
"0.0","0.0","0","false","ADAM8 FFAR2 PTAFR","1.585","3","C25860","false","C25860"
"0.0","0.0","0","false","LGALS9 PTPRJ SLC12A2","1.585","3","C25861","false","C25861"
"0.0","0.0","0","false","C3AR1 C5 C5AR2","1.585","3","C25862","false","C25862"
"0.0","0.0","0","false","CXADR JAML SLAMF1","1.585","3","C25863","false","C25863"
"0.0","0.0","0","false","ABCC1 CYSLTR1 LTB4R2","1.585","3","C25864","false","C25864"
"0.0","0.0","0","false","PTPRO SYK","1.0","2","C25865","false","C25865"
"0.0","0.0","0","false","MYCBP2 TSC2","1.0","2","C25866","false","C25866"
"0.0","0.0","0","false","SEMA4A TTC8","1.0","2","C25867","false","C25867"
"0.0","0.0","0","false","EXT1 SEMA3B","1.0","2","C25868","false","C25868"
"0.0","0.0","0","false","SEMA5A SEMA5B","1.0","2","C25869","false","C25869"
"0.0","0.0","0","false","PLXNB3 SEMA4F","1.0","2","C25870","false","C25870"
"0.0","0.0","0","false","PLXNC1 SEMA6C","1.0","2","C25871","false","C25871"
"0.0","0.0","0","false","OPN4 POU4F2","1.0","2","C25872","false","C25872"
"0.0","0.0","0","false","PLXNA2 SEMA6B","1.0","2","C25873","false","C25873"
"0.0","0.0","0","false","PDE4B PIK3CG","1.0","2","C25874","false","C25874"
"0.0","0.0","0","false","FOXD1 LHX1","1.0","2","C25875","false","C25875"
"0.0","0.0","0","false","HOXA2 HOXB9","1.0","2","C25876","false","C25876"
"0.0","0.0","0","false","NFIB PAX6","1.0","2","C25877","false","C25877"
"0.0","0.0","0","false","ATOH1 POU4F3","1.0","2","C25878","false","C25878"
