"__mclCluster","name","selected"
"6","SLIT1","false","SLIT1"
"3","NRP2","false","NRP2"
"7","LAMA3","false","LAMA3"
"7","LAMC2","false","LAMC2"
"10","MYOT","false","MYOT"
"11","KIF5A","false","KIF5A"
"10","PLEC","false","PLEC"
"18","ENPP2","false","ENPP2"
"12","FOSL1","false","FOSL1"
"23","ROBO1","false","ROBO1"
"42","JAML","false","JAML"
"29","NECTIN1","false","NECTIN1"
"6","UNC5C","false","UNC5C"
"23","ROBO2","false","ROBO2"
"9","LYST","false","LYST"
"5","EFNA4","false","EFNA4"
"32","TNFRSF11A","false","TNFRSF11A"
"2","NFIB","false","NFIB"
"5","EFNA2","false","EFNA2"
"3","FES","false","FES"
"5","EPHA8","false","EPHA8"
"1","RALA","false","RALA"
"5","EPHB3","false","EPHB3"
"24","CREB3","false","CREB3"
"22","RAB13","false","RAB13"
"22","CORO1B","false","CORO1B"
"22","WDR1","false","WDR1"
"1","RHOH","false","RHOH"
"43","TENM2","false","TENM2"
"13","VSTM2L","false","VSTM2L"
"6","UNC5A","false","UNC5A"
"7","TNR","false","TNR"
"1","LGR6","false","LGR6"
"31","CLN6","false","CLN6"
"14","CMTM3","false","CMTM3"
"14","CMTM5","false","CMTM5"
"14","CMTM8","false","CMTM8"
"23","ROBO3","false","ROBO3"
"1","PREX1","false","PREX1"
"1","CHN1","false","CHN1"
"44","SCG2","false","SCG2"
"25","CYP7B1","false","CYP7B1"
"25","HSD3B7","false","HSD3B7"
"3","PLXNA3","false","PLXNA3"
"3","PLXNA2","false","PLXNA2"
"3","PLXNA4","false","PLXNA4"
"3","DPYSL4","false","DPYSL4"
"3","CRMP1","false","CRMP1"
"33","CDK5R2","false","CDK5R2"
"3","DPYSL5","false","DPYSL5"
"10","LAMA2","false","LAMA2"
"1","MSMP","false","MSMP"
"1","NUP85","false","NUP85"
"21","COLEC10","false","COLEC10"
"3","PLXNA1","false","PLXNA1"
"26","CCN3","false","CCN3"
"1","GPNMB","false","GPNMB"
"24","RPS6KA5","false","RPS6KA5"
"2","PTK7","false","PTK7"
"1","S100A8","false","S100A8"
"3","SEMA3B","false","SEMA3B"
"3","SEMA3D","false","SEMA3D"
"3","SEMA3G","false","SEMA3G"
"1","RALBP1","false","RALBP1"
"8","DEFB4B","false","DEFB4B"
"8","DEFA1B","false","DEFA1B"
"8","DEFB104A","false","DEFB104A"
"8","DEFB1","false","DEFB1"
"1","IL17RC","false","IL17RC"
"8","DEFB4A","false","DEFB4A"
"5","EPHA3","false","EPHA3"
"25","CH25H","false","CH25H"
"1","RARRES2","false","RARRES2"
"32","TNFSF14","false","TNFSF14"
"3","SEMA3E","false","SEMA3E"
"3","SEMA3F","false","SEMA3F"
"8","SFTPD","false","SFTPD"
"14","CKLF","false","CKLF"
"14","CMTM1","false","CMTM1"
"14","CMTM2","false","CMTM2"
"14","CMTM7","false","CMTM7"
"1","CXCL17","false","CXCL17"
"1","PTGDR2","false","PTGDR2"
"1","CCL4L2","false","CCL4L2"
"1","IL17RA","false","IL17RA"
"1","CCL15","false","CCL15"
"45","CCDC141","false","CCDC141"
"17","RPS19","false","RPS19"
"1","TREM1","false","TREM1"
"1","SLAMF8","false","SLAMF8"
"1","SPN","false","SPN"
"19","DPEP1","false","DPEP1"
"19","EMB","false","EMB"
"19","PPIB","false","PPIB"
"19","NPTN","false","NPTN"
"6","NTN3","false","NTN3"
"2","CDH4","false","CDH4"
"24","MAPK14","false","MAPK14"
"2","BOC","false","BOC"
"2","BMPR1B","false","BMPR1B"
"2","WNT3A","false","WNT3A"
"6","NEO1","false","NEO1"
"2","DLX5","false","DLX5"
"1","SYK","false","SYK"
"32","TNFSF11","false","TNFSF11"
"2","DRGX","false","DRGX"
"2","VAX1","false","VAX1"
"2","FZD3","false","FZD3"
"23","HOXA2","false","HOXA2"
"1","DOCK2","false","DOCK2"
"1","BIN2","false","BIN2"
"19","PPIA","false","PPIA"
"13","NRXN3","false","NRXN3"
"23","SLIT2","false","SLIT2"
"12","NR4A1","false","NR4A1"
"2","BMP7","false","BMP7"
"6","SLIT3","false","SLIT3"
"5","EFNA5","false","EFNA5"
"2","NOG","false","NOG"
"33","CDK5R1","false","CDK5R1"
"12","EGR3","false","EGR3"
"7","LAMB2","false","LAMB2"
"15","GRIN2C","false","GRIN2C"
"28","SLC12A2","false","SLC12A2"
"5","EFNB3","false","EFNB3"
"5","EFNB1","false","EFNB1"
"6","UNC5D","false","UNC5D"
"12","ETV1","false","ETV1"
"2","NKX2-1","false","NKX2-1"
"11","TUBB3","false","TUBB3"
"2","LEF1","false","LEF1"
"2","BCL11B","false","BCL11B"
"1","CYFIP1","false","CYFIP1"
"1","VAV3","false","VAV3"
"1","CRKL","false","CRKL"
"7","PARVA","false","PARVA"
"1","NCKAP1L","false","NCKAP1L"
"5","EPHA4","false","EPHA4"
"7","ITGA9","false","ITGA9"
"10","DAG1","false","DAG1"
"10","B4GAT1","false","B4GAT1"
"10","CRPPA","false","CRPPA"
"10","B3GNT2","false","B3GNT2"
"27","RNASE3","false","RNASE3"
"8","DEFA4","false","DEFA4"
,"PTN","false","PTN"
"4","MDK","false","MDK"
"27","RNASE2","false","RNASE2"
"8","DEFA1","false","DEFA1"
"27","AZU1","false","AZU1"
"3","SEMA5A","false","SEMA5A"
"13","LGI1","false","LGI1"
"13","ATP1A2","false","ATP1A2"
"2","POU4F3","false","POU4F3"
"2","LHX9","false","LHX9"
"2","LHX2","false","LHX2"
"2","PAX6","false","PAX6"
"2","LHX1","false","LHX1"
"2","LMX1A","false","LMX1A"
"2","OTX2","false","OTX2"
"2","LHX3","false","LHX3"
"2","FOXG1","false","FOXG1"
"2","GBX2","false","GBX2"
"2","GDF7","false","GDF7"
"2","BMP4","false","BMP4"
"12","EGR2","false","EGR2"
"2","ISL1","false","ISL1"
"2","WNT3","false","WNT3"
"44","CHGA","false","CHGA"
"2","ATOH1","false","ATOH1"
"15","NTF3","false","NTF3"
"1","PIK3CD","false","PIK3CD"
"39","RET","false","RET"
"15","GFRA3","false","GFRA3"
"4","GAB1","false","GAB1"
"15","ARTN","false","ARTN"
"20","OR1D2","false","OR1D2"
"1","C5AR2","false","C5AR2"
"1","PIK3CG","false","PIK3CG"
"2","GLI2","false","GLI2"
"2","GLI3","false","GLI3"
"20","OR10A4","false","OR10A4"
"2","DVL1","false","DVL1"
"25","GPR183","false","GPR183"
"20","USP33","false","USP33"
"1","PIP5K1A","false","PIP5K1A"
"20","OR10J5","false","OR10J5"
"1","MAP2K1","false","MAP2K1"
"2","SMO","false","SMO"
"41","VASP","false","VASP"
"1","OPHN1","false","OPHN1"
"13","SHANK3","false","SHANK3"
"1","ARHGEF5","false","ARHGEF5"
,"RHO","false","RHO"
"17","DOCK4","false","DOCK4"
"5","EFNA1","false","EFNA1"
"1","ELMO2","false","ELMO2"
"1","ARHGEF16","false","ARHGEF16"
"3","SEMA4D","false","SEMA4D"
"7","BCAR1","false","BCAR1"
"6","DCC","false","DCC"
"3","PLXNB1","false","PLXNB1"
"1","RAC1","false","RAC1"
"7","PTK2","false","PTK2"
"1","RHOG","false","RHOG"
"1","CRK","false","CRK"
"1","RAC2","false","RAC2"
"1","ARHGAP35","false","ARHGAP35"
"13","CNTN4","false","CNTN4"
"2","CNTN2","false","CNTN2"
"33","CDK5","false","CDK5"
,"NEFL","false","NEFL"
"15","GRIN2A","false","GRIN2A"
"2","CNTN5","false","CNTN5"
"7","RELN","false","RELN"
"2","CNTN1","false","CNTN1"
"40","FYN","false","FYN"
"5","EPHB2","false","EPHB2"
"1","TGFB2","false","TGFB2"
"9","ECE1","false","ECE1"
"21","PLAU","false","PLAU"
"8","DEFB103A","false","DEFB103A"
"13","NRXN1","false","NRXN1"
"31","GAP43","false","GAP43"
"2","SMAD4","false","SMAD4"
"37","RCAN1","false","RCAN1"
"2","NRCAM","false","NRCAM"
"1","GAS6","false","GAS6"
"2","NFASC","false","NFASC"
"1","PRKCD","false","PRKCD"
"4","NRG1","false","NRG1"
"3","DPYSL2","false","DPYSL2"
"18","PLD1","false","PLD1"
"1","VAV1","false","VAV1"
"7","LAMA1","false","LAMA1"
"1","PIKFYVE","false","PIKFYVE"
"26","NOTCH3","false","NOTCH3"
"12","EP300","false","EP300"
"26","NOTCH2","false","NOTCH2"
"2","CHL1","false","CHL1"
"1","HBEGF","false","HBEGF"
"6","NTN1","false","NTN1"
"6","DSCAML1","false","DSCAML1"
"2","CALCA","false","CALCA"
"34","LRP12","false","LRP12"
"30","HRG","false","HRG"
"34","LBP","false","LBP"
"27","CTSG","false","CTSG"
"30","SERPIND1","false","SERPIND1"
"34","APOA1","false","APOA1"
"46","PLP2","false","PLP2"
"1","S100A9","false","S100A9"
"1","S100A12","false","S100A12"
"38","HMGB1","false","HMGB1"
"7","LAMA5","false","LAMA5"
"22","CORO1A","false","CORO1A"
"43","FLRT3","false","FLRT3"
"45","FEZF1","false","FEZF1"
"3","SEMA3A","false","SEMA3A"
"2","LHX4","false","LHX4"
"3","SEMA7A","false","SEMA7A"
"9","ANOS1","false","ANOS1"
"4","NTRK1","false","NTRK1"
"5","EFNB2","false","EFNB2"
"4","PGF","false","PGF"
"4","VEGFC","false","VEGFC"
"1","PIK3CB","false","PIK3CB"
"26","NOTCH1","false","NOTCH1"
"15","BDNF","false","BDNF"
"15","GDNF","false","GDNF"
,"HRAS","false","HRAS"
"1","SOS1","false","SOS1"
"4","TYMP","false","TYMP"
"1","CSF3R","false","CSF3R"
"4","NRG3","false","NRG3"
"1","IL6R","false","IL6R"
"5","EFNA3","false","EFNA3"
"5","EPHA2","false","EPHA2"
"5","EPHB4","false","EPHB4"
"4","PDGFA","false","PDGFA"
"21","PLAUR","false","PLAUR"
"2","PTCH1","false","PTCH1"
"4","PDGFB","false","PDGFB"
"4","MET","false","MET"
"4","VEGFB","false","VEGFB"
"4","VEGFD","false","VEGFD"
"2","SHH","false","SHH"
"1","CSF1R","false","CSF1R"
"4","FGF7","false","FGF7"
"4","FGF10","false","FGF10"
"1","PF4V1","false","PF4V1"
"4","HGF","false","HGF"
"4","ANGPT1","false","ANGPT1"
"1","CCN1","false","CCN1"
"1","SCRIB","false","SCRIB"
"4","FLT1","false","FLT1"
"5","EPHA1","false","EPHA1"
"1","AMOT","false","AMOT"
"18","PLA2G10","false","PLA2G10"
"1","CMKLR1","false","CMKLR1"
"1","FPR1","false","FPR1"
"1","FPR3","false","FPR3"
"18","PLA2G6","false","PLA2G6"
"18","PLA2G1B","false","PLA2G1B"
"1","FCER1G","false","FCER1G"
"1","LOX","false","LOX"
"18","ALOX5","false","ALOX5"
"2","L1CAM","false","L1CAM"
"1","ENG","false","ENG"
"2","CNTN6","false","CNTN6"
"1","LGALS9","false","LGALS9"
"19","BSG","false","BSG"
"4","KIT","false","KIT"
"7","ITGA1","false","ITGA1"
"3","NRP1","false","NRP1"
"3","SEMA3C","false","SEMA3C"
"4","FGF2","false","FGF2"
"4","PDGFRB","false","PDGFRB"
"4","PDGFRA","false","PDGFRA"
"1","LGALS3","false","LGALS3"
"4","NGFR","false","NGFR"
"1","RHOA","false","RHOA"
"2","FZD4","false","FZD4"
"16","HCRTR2","false","HCRTR2"
"9","FFAR2","false","FFAR2"
"1","FPR2","false","FPR2"
"1","SAA1","false","SAA1"
"16","HRH1","false","HRH1"
"9","EDN1","false","EDN1"
"9","EDNRB","false","EDNRB"
"46","ANXA1","false","ANXA1"
"16","CYSLTR1","false","CYSLTR1"
"9","EDN2","false","EDN2"
"1","OPN4","false","OPN4"
"1","XCL2","false","XCL2"
"16","TRIO","false","TRIO"
"9","EDN3","false","EDN3"
"16","ARHGEF25","false","ARHGEF25"
"9","EDNRA","false","EDNRA"
"1","GPR37","false","GPR37"
"1","C3AR1","false","C3AR1"
"9","PROK2","false","PROK2"
"2","WNT5A","false","WNT5A"
"16","KALRN","false","KALRN"
"1","C5","false","C5"
"24","MAPK1","false","MAPK1"
"16","AGTR1","false","AGTR1"
"42","CXADR","false","CXADR"
"7","ITGAV","false","ITGAV"
"47","ADGRE2","false","ADGRE2"
"7","ITGB3","false","ITGB3"
"1","PTAFR","false","PTAFR"
"48","ITGB2","false","ITGB2"
"48","ADAM8","false","ADAM8"
"1","CCL23","false","CCL23"
"1","ACKR4","false","ACKR4"
"20","ARRB2","false","ARRB2"
"1","PF4","false","PF4"
"1","CXCL2","false","CXCL2"
"1","PPBP","false","PPBP"
"1","CXCL3","false","CXCL3"
"1","CCR10","false","CCR10"
"1","CCR4","false","CCR4"
"1","CXCL6","false","CXCL6"
"1","MIF","false","MIF"
"1","ACKR3","false","ACKR3"
"1","CCL5","false","CCL5"
"1","CCL3","false","CCL3"
"1","CCL4","false","CCL4"
"1","CCL3L1","false","CCL3L1"
"1","CCL14","false","CCL14"
,"NCAM1","false","NCAM1"
"1","CCL16","false","CCL16"
"1","CCR3","false","CCR3"
"1","CCL18","false","CCL18"
"1","SLAMF1","false","SLAMF1"
"1","IL10","false","IL10"
"1","CCL24","false","CCL24"
"1","CXCR6","false","CXCR6"
"1","CXCR4","false","CXCR4"
"1","IL6","false","IL6"
"1","CXCL12","false","CXCL12"
"1","CXCL1","false","CXCL1"
"1","CCL26","false","CCL26"
"1","CCL8","false","CCL8"
"1","CCL25","false","CCL25"
"2","GATA3","false","GATA3"
"1","CCL7","false","CCL7"
"20","CNR2","false","CNR2"
"47","LPAR1","false","LPAR1"
"1","CXCR3","false","CXCR3"
"1","XCL1","false","XCL1"
"1","CXCL9","false","CXCL9"
"1","CCL28","false","CCL28"
"1","CCL20","false","CCL20"
"1","CX3CR1","false","CX3CR1"
"1","CCR9","false","CCR9"
"1","CCRL2","false","CCRL2"
"1","C5AR1","false","C5AR1"
"1","CCR6","false","CCR6"
"1","CXCL14","false","CXCL14"
"1","CCR8","false","CCR8"
"1","CXCR2","false","CXCR2"
"1","XCR1","false","XCR1"
"1","CXCL11","false","CXCL11"
"1","CXCL8","false","CXCL8"
"1","CXCL10","false","CXCL10"
"1","S1PR1","false","S1PR1"
"1","IL16","false","IL16"
"1","CCL11","false","CCL11"
"1","CCR1","false","CCR1"
"1","CXCL5","false","CXCL5"
"1","CXCR1","false","CXCR1"
"1","VCAM1","false","VCAM1"
"1","CXCL16","false","CXCL16"
"1","CCR5","false","CCR5"
"1","CCR2","false","CCR2"
"1","CXCR5","false","CXCR5"
"1","CXCL13","false","CXCL13"
"2","APP","false","APP"
"1","IL1B","false","IL1B"
"1","CCL27","false","CCL27"
"1","CCL21","false","CCL21"
"1","CCR7","false","CCR7"
"1","CCL13","false","CCL13"
"1","CCL1","false","CCL1"
"1","CCL2","false","CCL2"
"1","CCL17","false","CCL17"
"1","CCL22","false","CCL22"
"1","CX3CL1","false","CX3CL1"
"1","ACKR2","false","ACKR2"
"49","LTB4R2","false","LTB4R2"
"1","DPP4","false","DPP4"
"2","PSEN1","false","PSEN1"
"1","CCL19","false","CCL19"
"4","ALCAM","false","ALCAM"
"4","ERBB2","false","ERBB2"
"49","ABCC1","false","ABCC1"
