"CD_AnnotatedMembers_Overlap","CD_AnnotatedMembers_Pvalue","CD_AnnotatedMembers_Size","CD_CommunityName","CD_Labeled","CD_MemberList","CD_MemberList_LogSize","CD_MemberList_Size","name","selected"
"0.0","0.0","0","false","ABCA12 ABCA2 ABCA3 ABCA4 ABCA5 ABCB10 ABCB11 ABCB6 ABCB7 ABCB8 ABCC6 ABCD1 ABCG1 ABCG4 ABHD4 ABHD5 ABHD8 ACACB ACADL ACADVL ACE ACER1 ACIN1 ACOX2 ACOX3 ACOXL ACP5 ACSM1 ACSM2A ACSM3 ACTG1 ADA ADAR ADCY6 ADCY8 ADGRF5 ADGRG1 ADGRV1 ADIPOR1 ADIPOR2 ADM ADNP ADORA1 ADRA2A ADRB1 ADRB2 ADRB3 AFG3L2 AGER AHSP AIPL1 AKAP11 AKR1B1 AKR1C1 ALAS1 ALAS2 ALDH1A1 ALDOA ALOX12 ALOX12B ALOX5 ALOXE3 ALPL AMPD2 ANG ANGPTL3 ANGPTL4 ANGPTL8 ANK3 ANKH ANKRD9 ANO6 ANXA1 ANXA6 AP3B1 AP3D1 APBB2 APEX1 APOC4 APOM APP APPL2 AQP1 AQP11 AQP2 AQP3 AQP6 ARF1 ARHGEF5 ARID2 ARID4A ARMCX1 ARMS2 ARRDC3 ASPH ASPSCR1 ASXL1 ATF4 ATOX1 ATP13A1 ATP13A2 ATP13A3 ATP1A2 ATP1B1 ATP1B2 ATP1B3 ATP2A1 ATP2A2 ATP2A3 ATP2B1 ATP2B2 ATP2B3 ATP2B4 ATP2C1 ATP2C2 ATP4B ATP5F1B ATP5IF1 ATP6AP1L ATP6AP2 ATP6V0A1 ATP6V1F ATP6V1G1 ATP7A ATP7B AVP AVPR1A AVPR1B AXL AZGP1 B2M BACE2 BAD BAG3 BAK1 BAP1 BARD1 BAX BBC3 BBS1 BBS10 BBS12 BBS2 BBS4 BCAP31 BCL6 BCR BDH2 BECN2 BHLHA15 BMP4 BMP6 BMP8A BNIP3 BOK BOLA1 BOLA2 BOLA2B BOLA3 BPGM BPIFA1 BRD1 BSG BTBD9 C15orf41 C19orf12 C1QTNF3 CA12 CA2 CA7 CALB1 CALB2 CALCA CALCB CAMK2D CAMLG CAPN3 CARD11 CARD9 CARTPT CASQ2 CASR CAV1 CAV2 CAV3 CCDC115 CCDC186 CCDC22 CCDC47 CCDC51 CCKBR CCL1 CCL11 CCL13 CCL14 CCL15 CCL23 CCL7 CCL8 CCN3 CCN4 CCNB2 CCR1 CCR4 CD34 CDH2 CDH23 CDH3 CDH5 CDHR1 CDK5RAP3 CEBPG CERT1 CES1 CFL2 CFTR CHERP CHMP2B CHMP4B CHP1 CHRNA1 CHRNA7 CIAO3 CIB2 CIB3 CIDEA CITED2 CKB CLCN3 CLCN6 CLDN1 CLDN12 CLDN16 CLDN3 CLDN4 CLDN5 CLIC4 CLN3 CLN5 CLN6 CLN8 CLNS1A CLRN1 CLTRN CMA1 CNBP CNGB1 CNNM1 CNNM2 CNNM3 CNNM4 CNR1 COL11A2 COL2A1 COL3A1 COMMD1 COMMD9 COMP CORO1A COX11 COX19 CPB2 CPS1 CRB1 CRB2 CROCC CRTC1 CRTC2 CRTC3 CRY1 CRY2 CSMD1 CSRP3 CST4 CTRC CTSH CUBN CUTC CXADR CXCL6 CXorf21 CYB561 CYB561A3 CYB561D2 CYB5R4 CYBA CYBRD1 CYP11B1 CYP11B2 CYP26B1 CYP27B1 CYP39A1 CYP4A11 CYP4F12 CYP4F2 CYP7B1 CYTL1 DBH DCTN1 DDB1 DDIT3 DDX3X DEDD2 DGAT1 DGAT2 DHPS DHRS7C DISC1 DISP3 DLD DLL1 DMD DMPK DMTN DMXL1 DMXL2 DNAJA3 DNAJB2 DNASE2 DOCK10 DOCK11 DRAM2 DRD1 DRD2 DRD3 DRD4 DRD5 DYNLT1 DYRK3 E2F4 EDN2 EDN3 EDNRA EDNRB EGLN1 EGLN2 EGR1 EHD1 EIF2AK1 EIF4G1 EIF5A2 ELANE ELOVL1 EMCN EMX1 ENDOG ENPP1 ENPP3 ENPP7 ENSP00000493780 ENSP00000498010 EPB42 EPHX2 ERCC2 ERCC6 ERFE ERO1A ERP44 ESAM ESRRB ETV2 EXT1 EXT2 F11R F2 FA2H FABP5 FADD FAM20A FAM210B FANCC FATE1 FBN1 FBN2 FBXL5 FBXO4 FBXW7 FFAR1 FFAR2 FGGY FH FIS1 FITM2 FKBP1B FLCN FLG FLG2 FLVCR1 FMO1 FMO4 FOXA3 FOXC1 FOXK1 FOXK2 FOXN1 FRRS1 FSHR FSTL1 FTHL17 FTL FTMT FTO FUNDC2 FXN FZD9 G6PC GAA GAS6 GATA1 GATA2 GATA4 GBA GCGR GCKR GCLC GCLM GCM2 GCNT2 GCNT4 GDF2 GHRHR GIGYF2 GIP GIT1 GJB6 GLIS2 GLRX2 GLRX3 GLRX5 GLS GOT1 GPAM GPI GPIHBP1 GPR1 GPR12 GPR183 GPR21 GPR3 GPR55 GPR89A GPR89B GPRASP2 GRAMD1B GRHL1 GRHL3 GRIA1 GRIK2 GRIK5 GRIN1 GRINA GRM1 GRM2 GRM5 GRN GSTP1 HAAO HACD3 HAS2 HCAR2 HCRT HCRTR1 HCRTR2 HDAC9 HEPH HEPHL1 HERPUD1 HEXB HFE HIPK2 HJV HK1 HK2 HK3 HKDC1 HMOX2 HNF1A HOMER1 HOMER2 HOXA13 HOXB6 HPX HRC HRNR HSCB HSPA9 HTR1B HTR2A HTR2B HTR2C HVCN1 HYAL2 IAPP IDE IFIT1 IGFBP5 IHH IL20RB IL31RA ILDR1 ILDR2 IMMT INAVA INHA INHBA INPP5K INSIG1 INSR IQCB1 IREB2 IRX3 ISCU ITGB6 ITPKB JAK3 JAM2 JAM3 JCHAIN JMJD6 JPH2 KAT5 KCNA1 KCNA5 KCNB1 KCNE3 KCNH2 KCNJ10 KCNJ2 KCNMA1 KCNN4 KCTD17 KCTD7 KDF1 KEL KLF1 KLF15 KLF2 KLF7 KLHL3 KMT2A KMT2E KRAS KRIT1 KRT1 KRT16 LACC1 LACRT LAMA2 LAMC1 LAMP2 LAMTOR1 LARGE1 LARGE2 LAT LCA5 LCK LCN1 LCN2 LDB1 LDB2 LDLR LDLRAP1 LEP LETM1 LETM2 LGR4 LIMA1 LIN28A LIPA LIPC LIPG LPCAT1 LPCAT3 LRP5 LRRC19 LRRC8A LRRC8D LRRC8E LRRK1 LRRK2 LSR LYAR LYZ MAEA MAFG MAIP1 MALL MALRD1 MAP1A MBD5 MC3R MCU MCUB MCUR1 MED13 MELTF MERTK METRNL MEX3C MFHAS1 MFSD2A MICU1 MICU2 MICU3 MKKS MKS1 MLLT6 MPIG6B MPL MPV17 MRAP2 MSTN MT1A MT1B MT1E MT1F MT1G MT1H MT1HL1 MT1M MT1X MT2A MT3 MT4 MTCH2 MTF1 MTHFD1 MTM1 MTNR1B MUC13 MUC17 MUC2 MUC4 MUC6 MYB MYCT1 MYLIP MYO5B NANOS1 NAPEPLD NAPSA NBEA NCAPG2 NCDN NCKAP1L NCOA4 NCSTN NDFIP1 NDN NELL2 NEO1 NEUROD1 NFE2L1 NGFR NKX2-3 NLE1 NLRP6 NMB NMU NOD2 NOTCH1 NOX3 NOX4 NPC1 NPC2 NPHP3 NPHP4 NPTN NPTX1 NR1D1 NR1D2 NR1H2 NR1H4 NR4A3 NR5A2 NTSR1 NUBP1 NUCKS1 NUS1 NXNL1 NXNL2 OAS1 OCIAD1 OCIAD2 OCLN OMA1 OPRPN OR10J5 ORMDL1 ORMDL2 ORMDL3 OTC P2RX1 P2RX4 P2RX7 P2RY1 P2RY2 P2RY4 PACS2 PARK7 PASK PAX2 PAX6 PBLD PCDH15 PDE4B PDK2 PDK3 PDK4 PDX1 PDZD8 PFKM PICALM PIGR PIP PIWIL4 PKD2 PKHD1 PKN1 PKNOX1 PLA2G10 PLA2G12B PLA2G2A PLAA PLEC PLG PLN PLSCR3 PM20D1 PMAIP1 PML PNPLA1 PNPLA3 PNPLA4 PNPLA5 PNPLA8 POC1B POLB POLD1 POTEE POTEI POU3F3 PPP1R13L PPP1R3G PPP2R3C PPP3CA PPP3CB PPT1 PRCP PRDM14 PRDX1 PRDX3 PRDX4 PRDX5 PRDX6 PRKAA2 PRKACA PRKCB PRLH PRND PRNP PRR4 PTBP3 PTCH1 PTH1R PTPN11 PTPN2 PTPRN PTPRN2 PYGL RAB11B RAB11FIP2 RAB11FIP5 RAB38 RAB3D RAB7A RABGAP1 RAC3 RACK1 RALY RAP1GDS1 RASSF2 RB1 RBM4 RBP1 RC3H1 RC3H2 RCOR1 RDH12 RFX6 RGN RHAG RHBG RHCE RHCG RHD RHEX RHO RHOT1 RHOT2 RIPK3 RMDN3 RMI1 RNASEK RNF135 RORA RP1 RP1L1 RPE65 RPH3AL RPS14 RPS17 RPS19 RPS24 RRN3 RRP8 RTN4 RYR1 RYR3 S100A14 S100A8 S100A9 SAR1B SART3 SASH3 SCARA5 SCGN SCN7A SCNN1A SCNN1B SCNN1D SCNN1G SCO1 SCO2 SCT SCTR SCX SEC24A SELENOK SELENON SELENOS SELENOT SEPTIN4 SERPINA3 SERPINF1 SESN2 SESN3 SFN SFRP4 SFTPD SFXN1 SGCD SGCZ SGIP1 SH2B2 SH2B3 SH3GL2 SHANK3 SIDT2 SIN3A SIRT6 SIT1 SIVA1 SKIL SLAMF8 SLC10A7 SLC11A2 SLC12A1 SLC12A2 SLC12A4 SLC12A5 SLC12A6 SLC12A7 SLC12A9 SLC15A4 SLC16A1 SLC17A6 SLC17A7 SLC17A8 SLC1A1 SLC1A3 SLC22A12 SLC22A17 SLC24A1 SLC24A2 SLC24A4 SLC24A5 SLC25A23 SLC25A28 SLC25A37 SLC25A38 SLC25A46 SLC25A5 SLC26A3 SLC26A4 SLC26A6 SLC28A2 SLC29A1 SLC2A10 SLC2A4 SLC30A1 SLC30A10 SLC30A2 SLC30A3 SLC30A4 SLC30A5 SLC30A7 SLC30A8 SLC30A9 SLC31A1 SLC31A2 SLC34A1 SLC34A2 SLC34A3 SLC35D3 SLC35G1 SLC37A4 SLC39A10 SLC39A12 SLC39A13 SLC39A14 SLC39A3 SLC39A4 SLC39A5 SLC39A6 SLC39A7 SLC39A8 SLC41A1 SLC46A1 SLC4A1 SLC4A10 SLC4A11 SLC4A2 SLC4A3 SLC4A4 SLC4A5 SLC4A8 SLC4A9 SLC6A2 SLC7A8 SLC8A1 SLC8A2 SLC8A3 SLC8B1 SLC9A1 SLC9A2 SLC9A4 SLC9A5 SLC9A6 SLC9A7 SLC9A8 SLC9A9 SLC9B1 SLC9C1 SLC9C2 SLITRK1 SMAD1 SMAD5 SMDT1 SMO SNAPIN SNX10 SOAT1 SOAT2 SOD2 SOS2 SOX4 SOX9 SP3 SPATA7 SPNS2 SPRR2A SPRR2B SPTA1 SRF SRI ST6GALNAC1 STAT1 STAU1 STC1 STC2 STEAP1 STEAP2 STEAP4 STIM1 STIM2 STK39 STMN1 STOML2 STRAP STXBP3 STXBP5L SUCNR1 SURF4 SUV39H1 SV2A SYPL2 TAL1 TAOK1 TBC1D20 TBXAS1 TCIRG1 TENT4B TESMIN TFAP2B TFF1 TFF2 TFF3 TFR2 TGFBR3 TGM2 THADA THRA TJP1 TJP2 TJP3 TLCD1 TLCD3A TLCD3B TLCD4 TLR9 TM6SF2 TM9SF4 TMBIM6 TMC8 TMCO1 TMEM106B TMEM14C TMEM165 TMEM175 TMEM178A TMEM199 TMEM64 TMEM79 TMEM97 TMOD3 TMPRSS3 TMPRSS6 TMTC2 TMTC4 TNFAIP3 TNFRSF11A TNFRSF13B TNFRSF17 TNFSF11 TNFSF13B TNFSF14 TNNI3 TNS2 TP53INP2 TP63 TPCN2 TPP1 TPP2 TPT1 TRA2B TRAF3IP2 TRAF6 TRDN TREM2 TRIM10 TRIM24 TRIM32 TRIM6 TRPA1 TRPC3 TRPC4 TRPC5 TRPC6 TRPC7 TRPM2 TRPM7 TRPM8 TRPV1 TSKU TSPO TSPO2 TSPOAP1 TTC39B TTC7A TUB TULP1 TWNK TXN TXN2 TXNDC2 TXNRD1 TXNRD2 TXNRD3 TYRO3 UBA5 UBAP2L UBB UBE2C UBE2K UBE2S UBE3A UFL1 UGCG UMOD UNC13B UNC80 UPK3A USF1 USF2 USH1C USH1G USH2A USP45 VAPB VCL VGF VPS33A VPS54 VSIG1 WDR36 WDR48 WDTC1 WFS1 WHRN WNK1 WNK2 WNK3 WNK4 WNT5A WNT7B WWTR1 XIAP XK XKR8 XPR1 YWHAE ZBTB20 ZBTB7A ZC3H8 ZFPM1 ZFY ZG16B ZNF236 ZNF675 ZNHIT1","10.156","1141","C166771","false","C166771"
"0.0","0.0","0","false","SLC30A1 SLC30A10 SLC30A2 SLC30A3 SLC30A4 SLC30A5 SLC30A7 SLC30A9 SLC39A10 SLC39A12 SLC39A13 SLC39A3 SLC39A4 SLC39A5 SLC39A6 SLC39A7","4.0","16","C166264","false","C166264"
"0.0","0.0","0","false","MT1A MT1B MT1E MT1F MT1G MT1H MT1HL1 MT1M MT1X MT2A MT3 MT4 MTF1 TESMIN","3.807","14","C166265","false","C166265"
"0.0","0.0","0","false","ABCA12 ABCA5 FLG FLG2 GCNT2 HRNR KLF7 KRT1 KRT16 S100A14 SPRR2A SPRR2B TMEM79","3.7","13","C166266","false","C166266"
"0.0","0.0","0","false","BOLA1 BOLA2 BOLA2B BOLA3 CIAO3 GLRX3 GLRX5 GPR89A GPR89B HSCB ISCU NUBP1","3.585","12","C166267","false","C166267"
"0.0","0.0","0","false","AFG3L2 LETM1 MAIP1 MCU MCUB MCUR1 MICU1 MICU2 MICU3 SLC25A23 SLC8B1 SMDT1","3.585","12","C166268","false","C166268"
"0.0","0.0","0","false","BBS1 BBS10 BBS12 BBS2 BBS4 GLIS2 IQCB1 MKKS MKS1 NPHP3 NPHP4 TRIM32","3.585","12","C166269","false","C166269"
"0.0","0.0","0","false","ABCA4 AIPL1 CDHR1 CNGB1 HAAO LCA5 MERTK RDH12 RP1L1 RPE65 SPATA7 TULP1","3.585","12","C166270","false","C166270"
"0.0","0.0","0","false","AZGP1 BPIFA1 CST4 LACRT LCN1 LYZ OPRPN PIGR PIP POTEI PRR4 ZG16B","3.585","12","C166271","false","C166271"
"0.0","0.0","0","false","ADGRV1 CDH23 CIB2 CLRN1 GJB6 ILDR1 PCDH15 TMPRSS3 USH1C USH1G USH2A WHRN","3.585","12","C166272","false","C166272"
