"CD_AnnotatedMembers_Overlap","CD_AnnotatedMembers_Pvalue","CD_AnnotatedMembers_Size","CD_CommunityName","CD_Labeled","CD_MemberList","CD_MemberList_LogSize","CD_MemberList_Size","name","selected"
"0.0","0.0","0","false","AP3D1 VPS33A","1.0","2","C1364","false","C1364"
"0.0","0.0","0","false","POLB POLD1","1.0","2","C1365","false","C1365"
"0.0","0.0","0","false","CYP11B1 NR5A2","1.0","2","C1366","false","C1366"
"0.0","0.0","0","false","SH3GL2 SLC17A7","1.0","2","C1367","false","C1367"
"0.0","0.0","0","false","LTF PIGR","1.0","2","C1368","false","C1368"
"0.0","0.0","0","false","CTSH NAPSA","1.0","2","C1369","false","C1369"
"0.0","0.0","0","false","NPTX1 SLITRK1","1.0","2","C1370","false","C1370"
"0.0","0.0","0","false","LACC1 SIN3A","1.0","2","C1371","false","C1371"
"0.0","0.0","0","false","AQP11 AQP2","1.0","2","C1372","false","C1372"
"0.0","0.0","0","false","LACC1 NOD2","1.0","2","C1373","false","C1373"
"0.0","0.0","0","false","AQP11 AQP6","1.0","2","C1374","false","C1374"
"0.0","0.0","0","false","RAB11B RAB7A","1.0","2","C1375","false","C1375"
"0.0","0.0","0","false","HDAC9 MEF2C","1.0","2","C1376","false","C1376"
"0.0","0.0","0","false","FOXA1 HDAC9","1.0","2","C1377","false","C1377"
"0.0","0.0","0","false","SPI1 SRF","1.0","2","C1378","false","C1378"
"0.0","0.0","0","false","ERCC2 MED1","1.0","2","C1379","false","C1379"
"0.0","0.0","0","false","ARF1 OCIAD1","1.0","2","C1380","false","C1380"
"0.0","0.0","0","false","MBP SLC26A3","1.0","2","C1381","false","C1381"
"0.0","0.0","0","false","ARF1 HTR2A","1.0","2","C1382","false","C1382"
"0.0","0.0","0","false","ERP44 JCHAIN","1.0","2","C1383","false","C1383"
"0.0","0.0","0","false","JCHAIN TNFRSF17","1.0","2","C1384","false","C1384"
"0.0","0.0","0","false","DDIT3 ERO1A","1.0","2","C1385","false","C1385"
"0.0","0.0","0","false","MT1E MT4","1.0","2","C1386","false","C1386"
"0.0","0.0","0","false","TRPC1 TRPM7","1.0","2","C1387","false","C1387"
"0.0","0.0","0","false","ARF1 SURF4","1.0","2","C1388","false","C1388"
"0.0","0.0","0","false","MT1E TESMIN","1.0","2","C1389","false","C1389"
"0.0","0.0","0","false","MT1E MTF1","1.0","2","C1390","false","C1390"
"0.0","0.0","0","false","LAMTOR1 SNAPIN","1.0","2","C1391","false","C1391"
"0.0","0.0","0","false","MT1E MT3","1.0","2","C1392","false","C1392"
"0.0","0.0","0","false","MT1E MT2A","1.0","2","C1393","false","C1393"
"0.0","0.0","0","false","DCTN1 DYNLT1","1.0","2","C1394","false","C1394"
"0.0","0.0","0","false","CEBPG MLLT6","1.0","2","C1395","false","C1395"
"0.0","0.0","0","false","ABCG1 NR1H3","1.0","2","C1396","false","C1396"
"0.0","0.0","0","false","HERPUD1 SELENOS","1.0","2","C1397","false","C1397"
"0.0","0.0","0","false","NCOA4 TRIM24","1.0","2","C1398","false","C1398"
"0.0","0.0","0","false","CNNM3 SLC41A1","1.0","2","C1399","false","C1399"
"0.0","0.0","0","false","CLCN6 TRIM24","1.0","2","C1400","false","C1400"
"0.0","0.0","0","false","SHANK3 UBE3A","1.0","2","C1401","false","C1401"
"0.0","0.0","0","false","HIPK2 MEF2C","1.0","2","C1402","false","C1402"
"0.0","0.0","0","false","PNPLA2 SERPINF1","1.0","2","C1403","false","C1403"
"0.0","0.0","0","false","CUBN SLC9A3","1.0","2","C1404","false","C1404"
"0.0","0.0","0","false","CALR SFTPD","1.0","2","C1405","false","C1405"
"0.0","0.0","0","false","CALR MPL","1.0","2","C1406","false","C1406"
"0.0","0.0","0","false","PLA2G12B PLA2G2A","1.0","2","C1407","false","C1407"
"0.0","0.0","0","false","MELTF PLG","1.0","2","C1408","false","C1408"
"0.0","0.0","0","false","AP3B1 ELANE","1.0","2","C1409","false","C1409"
"0.0","0.0","0","false","DYNLT1 RHO","1.0","2","C1410","false","C1410"
"0.0","0.0","0","false","ASPSCR1 PLAA","1.0","2","C1411","false","C1411"
"0.0","0.0","0","false","CALB1 TRPV5","1.0","2","C1412","false","C1412"
"0.0","0.0","0","false","ARMCX1 RHOT1","1.0","2","C1413","false","C1413"
"0.0","0.0","0","false","GRIA1 GSR","1.0","2","C1414","false","C1414"
"0.0","0.0","0","false","DCTN1 FGGY","1.0","2","C1415","false","C1415"
"0.0","0.0","0","false","CAMK2D RYR2","1.0","2","C1416","false","C1416"
"0.0","0.0","0","false","GPR3 GPR55","1.0","2","C1417","false","C1417"
"0.0","0.0","0","false","AP3D1 SLC30A3","1.0","2","C1418","false","C1418"
"0.0","0.0","0","false","HMGB1 RAG1","1.0","2","C1419","false","C1419"
"0.0","0.0","0","false","BACE2 CLTRN","1.0","2","C1420","false","C1420"
"0.0","0.0","0","false","ERCC2 IMMT","1.0","2","C1421","false","C1421"
"0.0","0.0","0","false","ERCC2 POLD1","1.0","2","C1422","false","C1422"
"0.0","0.0","0","false","EGR1 NR4A3","1.0","2","C1423","false","C1423"
"0.0","0.0","0","false","PKHD1 UMOD","1.0","2","C1424","false","C1424"
"0.0","0.0","0","false","BBS4 DISC1","1.0","2","C1425","false","C1425"
