"__mclCluster","name","selected"
"137","TSSK3","false","TSSK3"
"5","TDRD15","false","TDRD15"
"138","ETNK2","false","ETNK2"
"139","SAFB2","false","SAFB2"
"1","GABRB1","false","GABRB1"
"95","UMPS","false","UMPS"
"140","EPYC","false","EPYC"
"141","FEM1B","false","FEM1B"
"41","GLIPR1L1","false","GLIPR1L1"
"16","NME5","false","NME5"
"2","STOX2","false","STOX2"
"91","PGM3","false","PGM3"
"2","EIF2B4","false","EIF2B4"
"1","POU4F2","false","POU4F2"
"96","NDRG3","false","NDRG3"
"86","TIMP4","false","TIMP4"
"30","MYCBP","false","MYCBP"
"27","NUPR1","false","NUPR1"
"50","ZNF148","false","ZNF148"
"142","DUSP13","false","DUSP13"
"68","FAM71F2","false","FAM71F2"
"39","SYT6","false","SYT6"
"97","TEKT5","false","TEKT5"
"98","DPCD","false","DPCD"
"1","NR6A1","false","NR6A1"
"143","TAZ","false","TAZ"
"143","DNAJC19","false","DNAJC19"
"144","DMRTC2","false","DMRTC2"
"99","DMRTA2","false","DMRTA2"
"99","DMRT3","false","DMRT3"
"144","SOX30","false","SOX30"
"145","SLC22A14","false","SLC22A14"
"61","TRPC7","false","TRPC7"
"95","PRPS1L1","false","PRPS1L1"
"33","SEPTIN6","false","SEPTIN6"
"146","GPR149","false","GPR149"
"69","DEFB118","false","DEFB118"
"100","ENDOU","false","ENDOU"
"15","FABP9","false","FABP9"
"147","SLC22A16","false","SLC22A16"
"5","DDX25","false","DDX25"
"70","DMRTB1","false","DMRTB1"
"33","TEX14","false","TEX14"
"101","SIX4","false","SIX4"
"148","STRA6","false","STRA6"
"60","CYP7B1","false","CYP7B1"
"1","CYP27B1","false","CYP27B1"
,"CYP26B1","false","CYP26B1"
"71","SPATA31E1","false","SPATA31E1"
"101","DACH2","false","DACH2"
"149","MEA1","false","MEA1"
"34","RPL39L","false","RPL39L"
"65","SF1","false","SF1"
"34","RPL10L","false","RPL10L"
"1","NDP","false","NDP"
"4","KCNE1","false","KCNE1"
"1","LGR4","false","LGR4"
"1","ROR2","false","ROR2"
"1","NEURL1","false","NEURL1"
"1","SOX15","false","SOX15"
"1","RSPO3","false","RSPO3"
"1","PLAG1","false","PLAG1"
"2","PYGO1","false","PYGO1"
"25","UBE2B","false","UBE2B"
"31","IRF2BPL","false","IRF2BPL"
"1","SLIRP","false","SLIRP"
"72","NECTIN2","false","NECTIN2"
"2","PRMT7","false","PRMT7"
"2","CTCFL","false","CTCFL"
,"UTP14C","false","UTP14C"
"39","STX2","false","STX2"
"2","EIF2B2","false","EIF2B2"
"3","CSMD1","false","CSMD1"
"1","SERPINB5","false","SERPINB5"
"69","SPAG11B","false","SPAG11B"
"150","EDDM3A","false","EDDM3A"
"134","GLRA1","false","GLRA1"
"2","PLAC1","false","PLAC1"
"51","CORIN","false","CORIN"
"1","COL9A3","false","COL9A3"
"1","COL16A1","false","COL16A1"
"1","IL12B","false","IL12B"
"22","PRR19","false","PRR19"
"39","RIMS1","false","RIMS1"
"4","PPP1R1B","false","PPP1R1B"
"100","CNOT9","false","CNOT9"
"149","KLHDC3","false","KLHDC3"
"37","TOPAZ1","false","TOPAZ1"
"2","EIF2B5","false","EIF2B5"
"151","CLIC5","false","CLIC5"
"151","CLIC4","false","CLIC4"
"69","DEFB126","false","DEFB126"
"48","GRHL2","false","GRHL2"
"26","GJB3","false","GJB3"
"52","SPINT1","false","SPINT1"
"31","HESX1","false","HESX1"
"34","POLR1B","false","POLR1B"
"31","HS6ST1","false","HS6ST1"
"38","CGB8","false","CGB8"
"38","CGB3","false","CGB3"
"53","SLC26A6","false","SLC26A6"
"53","SLC26A3","false","SLC26A3"
"53","SLC4A2","false","SLC4A2"
"91","LRRC8A","false","LRRC8A"
"1","SCGB1A1","false","SCGB1A1"
"152","CFAP97D1","false","CFAP97D1"
"58","CFAP97","false","CFAP97"
"153","SPATA6L","false","SPATA6L"
"154","TEX43","false","TEX43"
"145","DLEC1","false","DLEC1"
"28","FOLR3","false","FOLR3"
"36","SPAG16","false","SPAG16"
"36","CFAP221","false","CFAP221"
"11","CFAP47","false","CFAP47"
"102","TSSK1B","false","TSSK1B"
,"FAM170B","false","FAM170B"
"37","TUBGCP2","false","TUBGCP2"
"102","MKRN2","false","MKRN2"
"155","CELF4","false","CELF4"
"83","STAU2","false","STAU2"
"97","PARN","false","PARN"
"97","PNLDC1","false","PNLDC1"
"83","STAU1","false","STAU1"
"73","TTPA","false","TTPA"
"1","MAFF","false","MAFF"
"7","TSPY9P","false","TSPY9P"
"7","TSPY2","false","TSPY2"
"82","RBMY1B","false","RBMY1B"
"82","TSPY4","false","TSPY4"
"1","CDX4","false","CDX4"
"1","UBTFL1","false","UBTFL1"
"126","UTF1","false","UTF1"
"17","DND1","false","DND1"
"101","DACH1","false","DACH1"
"1","CDKL2","false","CDKL2"
"25","KATNAL1","false","KATNAL1"
"2","NCAPH2","false","NCAPH2"
"54","LHFPL2","false","LHFPL2"
"54","IGSF8","false","IGSF8"
"54","TSPAN8","false","TSPAN8"
"34","RPL29","false","RPL29"
"6","DNAJA1","false","DNAJA1"
"34","EIF5A2","false","EIF5A2"
"156","RTCB","false","RTCB"
"37","TUBG2","false","TUBG2"
"74","PITHD1","false","PITHD1"
"157","RHOBTB3","false","RHOBTB3"
,"XRN2","false","XRN2"
"24","TBPL1","false","TBPL1"
"90","YBX3","false","YBX3"
"158","FBXW8","false","FBXW8"
"1","PRLR","false","PRLR"
"1","FZD5","false","FZD5"
"5","MARF1","false","MARF1"
,"MEIOC","false","MEIOC"
"74","CCNY","false","CCNY"
"2","HMGB2","false","HMGB2"
"3","STAG1","false","STAG1"
"74","CCNYL1","false","CCNYL1"
"75","CRHBP","false","CRHBP"
"3","CNTD1","false","CNTD1"
"67","FIGNL1","false","FIGNL1"
"3","RNF212B","false","RNF212B"
"2","SCAPER","false","SCAPER"
"2","FBXO43","false","FBXO43"
"103","LIN9","false","LIN9"
"15","ELSPBP1","false","ELSPBP1"
"70","CELF3","false","CELF3"
"42","H1-1","false","H1-1"
"1","TEAD3","false","TEAD3"
"71","CYLC1","false","CYLC1"
"71","CCIN","false","CCIN"
"44","TSSK2","false","TSSK2"
"152","TTLL9","false","TTLL9"
"159","RFX2","false","RFX2"
"10","TTC12","false","TTC12"
"36","CFAP54","false","CFAP54"
"160","TCTE1","false","TCTE1"
"10","RSPH6A","false","RSPH6A"
"104","IQCF1","false","IQCF1"
"44","CCDC42","false","CCDC42"
"137","KLHL10","false","KLHL10"
"104","FSCN3","false","FSCN3"
"104","CCDC182","false","CCDC182"
"3","SUN2","false","SUN2"
"3","SUN1","false","SUN1"
"32","SPAG4","false","SPAG4"
"3","SYNE1","false","SYNE1"
"3","LRMP","false","LRMP"
"3","SPDYA","false","SPDYA"
"3","CCDC87","false","CCDC87"
"10","CCDC40","false","CCDC40"
"10","DNAI1","false","DNAI1"
"10","LRRC6","false","LRRC6"
"10","DNAH11","false","DNAH11"
"10","SPAG1","false","SPAG1"
"16","CFAP45","false","CFAP45"
"10","CFAP157","false","CFAP157"
"16","SPAG8","false","SPAG8"
"16","PACRG","false","PACRG"
"16","CCDC63","false","CCDC63"
"10","GAS8","false","GAS8"
"10","DNAH5","false","DNAH5"
"16","MNS1","false","MNS1"
"10","CCDC151","false","CCDC151"
"161","CCDC134","false","CCDC134"
"45","UBAP2L","false","UBAP2L"
"41","SPACA7","false","SPACA7"
"71","CYLC2","false","CYLC2"
"76","TXNDC8","false","TXNDC8"
"13","CATSPER4","false","CATSPER4"
"120","SPATA32","false","SPATA32"
"13","SLCO4C1","false","SLCO4C1"
"53","SLC26A8","false","SLC26A8"
"18","FAM71D","false","FAM71D"
"18","SLC9B1","false","SLC9B1"
"13","LRRC52","false","LRRC52"
"100","DEDD","false","DEDD"
"162","DSG1","false","DSG1"
"26","PANX1","false","PANX1"
,"GOLGA3","false","GOLGA3"
"2","EIF2S2","false","EIF2S2"
,"CELF1","false","CELF1"
"76","PRDX4","false","PRDX4"
"72","NECTIN3","false","NECTIN3"
"46","JAM3","false","JAM3"
"13","CATSPERG","false","CATSPERG"
"13","CATSPERZ","false","CATSPERZ"
"13","EFCAB9","false","EFCAB9"
"13","CATSPERD","false","CATSPERD"
"13","CATSPERE","false","CATSPERE"
"13","CATSPER3","false","CATSPER3"
"13","CATSPERB","false","CATSPERB"
"13","CACNA1I","false","CACNA1I"
,"TCP11","false","TCP11"
"27","TSSK6","false","TSSK6"
"136","FAM209A","false","FAM209A"
,"LRGUK","false","LRGUK"
"16","ENKUR","false","ENKUR"
"64","RIMBP3","false","RIMBP3"
"116","TRIM36","false","TRIM36"
"11","CFAP206","false","CFAP206"
"163","EQTN","false","EQTN"
"163","C9orf24","false","C9orf24"
"18","C7orf61","false","C7orf61"
"164","C3orf62","false","C3orf62"
"165","CXADR","false","CXADR"
"3","CCNB1IP1","false","CCNB1IP1"
"3","C1orf146","false","C1orf146"
"88","C19orf57","false","C19orf57"
"28","TMEM95","false","TMEM95"
"28","SPACA6","false","SPACA6"
"28","C16orf92","false","C16orf92"
"3","SYCE3","false","SYCE3"
"3","RNF212","false","RNF212"
"3","SYCP2","false","SYCP2"
"3","TERB2","false","TERB2"
"3","MCMDC2","false","MCMDC2"
,"CNBD2","false","CNBD2"
"3","SPATA22","false","SPATA22"
"3","MAJIN","false","MAJIN"
"3","TEX12","false","TEX12"
"3","C14orf39","false","C14orf39"
"10","PIH1D3","false","PIH1D3"
"24","C11orf88","false","C11orf88"
"3","SPATA31A6","false","SPATA31A6"
"9","C11orf74","false","C11orf74"
"166","FAM170A","false","FAM170A"
"2","CCNI","false","CCNI"
"2","CEP57","false","CEP57"
"2","MEIKIN","false","MEIKIN"
"2","CENPC","false","CENPC"
"2","ZW10","false","ZW10"
"3","CCDC155","false","CCDC155"
"167","LCN6","false","LCN6"
"32","HOOK1","false","HOOK1"
"1","ITGA3","false","ITGA3"
"2","CENPX","false","CENPX"
"146","DHX36","false","DHX36"
"2","CENPS","false","CENPS"
"32","SUN5","false","SUN5"
"27","PRM3","false","PRM3"
"32","PMFBP1","false","PMFBP1"
"24","TAF4B","false","TAF4B"
"98","TFPT","false","TFPT"
"24","TAF10","false","TAF10"
"69","DEFB1","false","DEFB1"
"16","CFAP52","false","CFAP52"
"65","SNRPA1","false","SNRPA1"
"45","CBX7","false","CBX7"
"7","BPY2C","false","BPY2C"
"7","BPY2B","false","BPY2B"
"7","CDY2B","false","CDY2B"
"7","DAZ2","false","DAZ2"
"7","DAZ3","false","DAZ3"
"7","DAZ4","false","DAZ4"
"7","USP9Y","false","USP9Y"
"7","DDX3Y","false","DDX3Y"
"7","PCDH11Y","false","PCDH11Y"
"7","ZFY","false","ZFY"
"7","BPY2","false","BPY2"
"24","CECR2","false","CECR2"
"24","TAF1L","false","TAF1L"
"2","SPOCD1","false","SPOCD1"
"2","KDM1B","false","KDM1B"
"17","NANOS1","false","NANOS1"
"7","CDY2A","false","CDY2A"
"7","DAZAP1","false","DAZAP1"
"168","BNC1","false","BNC1"
"12","CTDNEP1","false","CTDNEP1"
"6","LIMK2","false","LIMK2"
"1","BRINP1","false","BRINP1"
"166","DEAF1","false","DEAF1"
"96","OSR1","false","OSR1"
"1","TBXT","false","TBXT"
"1","TBX3","false","TBX3"
"1","FOXC1","false","FOXC1"
"1","FOXF2","false","FOXF2"
"1","PTN","false","PTN"
"1","WNT2B","false","WNT2B"
"1","WNT7B","false","WNT7B"
"1","DLX3","false","DLX3"
"35","LHX3","false","LHX3"
"1","CITED1","false","CITED1"
"17","ID4","false","ID4"
"169","SALL1","false","SALL1"
"29","HOXA10","false","HOXA10"
"1","LHX1","false","LHX1"
"1","WNT9B","false","WNT9B"
"1","TCF21","false","TCF21"
"45","ZFP42","false","ZFP42"
"1","NEUROG1","false","NEUROG1"
"29","HOXA13","false","HOXA13"
"1","ETV2","false","ETV2"
"42","H1-8","false","H1-8"
,"NLRP5","false","NLRP5"
"2","WEE2","false","WEE2"
"3","HFM1","false","HFM1"
"43","IGFBP7","false","IGFBP7"
"89","HECTD1","false","HECTD1"
"89","UBR2","false","UBR2"
"6","MOS","false","MOS"
"1","TEAD4","false","TEAD4"
"19","STC2","false","STC2"
"1","VMP1","false","VMP1"
"36","IMMP2L","false","IMMP2L"
,"UBE2J1","false","UBE2J1"
"62","SPATA2","false","SPATA2"
"33","SEPTIN4","false","SEPTIN4"
"62","RNF114","false","RNF114"
"105","RHBDD1","false","RHBDD1"
"170","ZGLP1","false","ZGLP1"
,"SIX5","false","SIX5"
"170","BHMG1","false","BHMG1"
"95","TRIM27","false","TRIM27"
"1","JUNB","false","JUNB"
"1","PATZ1","false","PATZ1"
,"FBXW11","false","FBXW11"
"50","OSBP2","false","OSBP2"
"141","FOXJ2","false","FOXJ2"
"1","NUDT1","false","NUDT1"
"65","KHDRBS1","false","KHDRBS1"
"105","NSDHL","false","NSDHL"
"9","MDFI","false","MDFI"
"9","IFT27","false","IFT27"
"9","IFT20","false","IFT20"
"9","NPHP4","false","NPHP4"
"9","TTC26","false","TTC26"
"160","DRC7","false","DRC7"
"6","CCT4","false","CCT4"
"6","MKKS","false","MKKS"
"9","BBS2","false","BBS2"
"9","IFT81","false","IFT81"
"9","HSPB11","false","HSPB11"
"9","BBS1","false","BBS1"
"26","GJB2","false","GJB2"
"168","TP63","false","TP63"
"106","PTGDR","false","PTGDR"
"1","BCL2L2-PABPN1","false","BCL2L2-PABPN1"
"1","SLC25A31","false","SLC25A31"
"107","LGALS9","false","LGALS9"
"153","IQCG","false","IQCG"
"1","BCL2L10","false","BCL2L10"
"1","BOK","false","BOK"
"1","BIK","false","BIK"
"1","LFNG","false","LFNG"
"55","HEXA","false","HEXA"
"55","WASHC5","false","WASHC5"
"55","HEXB","false","HEXB"
"55","B4GALNT1","false","B4GALNT1"
"63","GAS2","false","GAS2"
"1","TYRO3","false","TYRO3"
"1","RDH10","false","RDH10"
"118","TUBB8","false","TUBB8"
"22","PAFAH1B1","false","PAFAH1B1"
"2","PTTG2","false","PTTG2"
"102","CEP131","false","CEP131"
"171","PPP3R2","false","PPP3R2"
"22","PAFAH1B2","false","PAFAH1B2"
"25","PSMA8","false","PSMA8"
"25","PSMD13","false","PSMD13"
"74","CDK16","false","CDK16"
"93","CSDE1","false","CSDE1"
"103","MYBL1","false","MYBL1"
"1","USP9X","false","USP9X"
"77","RPS6KA2","false","RPS6KA2"
"49","PRDX3","false","PRDX3"
"1","DLG1","false","DLG1"
"4","ATP2B4","false","ATP2B4"
"24","TAF4","false","TAF4"
"2","RAD50","false","RAD50"
"2","ERCC4","false","ERCC4"
"2","RAD51D","false","RAD51D"
"2","CETN2","false","CETN2"
"2","RAD51C","false","RAD51C"
"2","TOP3A","false","TOP3A"
"2","RAD51B","false","RAD51B"
"2","RAD1","false","RAD1"
"2","MUS81","false","MUS81"
"2","XRCC2","false","XRCC2"
"2","SMC3","false","SMC3"
"2","FANCG","false","FANCG"
"2","SLX4","false","SLX4"
"2","FANCC","false","FANCC"
"2","MLH3","false","MLH3"
"2","EME1","false","EME1"
"2","RMI1","false","RMI1"
"3","MSH5","false","MSH5"
"2","FANCL","false","FANCL"
"2","EME2","false","EME2"
"2","RAD54B","false","RAD54B"
"2","PSMC3IP","false","PSMC3IP"
,"BIRC6","false","BIRC6"
"25","PSME4","false","PSME4"
"2","BUB3","false","BUB3"
"98","RUVBL1","false","RUVBL1"
"2","HUS1B","false","HUS1B"
"1","ROS1","false","ROS1"
"2","NBN","false","NBN"
,"HERC2","false","HERC2"
"2","BRIP1","false","BRIP1"
"2","HUS1","false","HUS1"
"117","TRIM28","false","TRIM28"
"5","MORC1","false","MORC1"
"2","STAG2","false","STAG2"
"2","DMC1","false","DMC1"
"121","TTLL8","false","TTLL8"
"6","TTLL3","false","TTLL3"
,"ATAT1","false","ATAT1"
"5","TDRD12","false","TDRD12"
"5","TDRD9","false","TDRD9"
"5","TDRKH","false","TDRKH"
"5","PLD6","false","PLD6"
"5","TDRD5","false","TDRD5"
"5","TDRD6","false","TDRD6"
"5","EXD1","false","EXD1"
"5","TDRD7","false","TDRD7"
"5","MOV10L1","false","MOV10L1"
"5","TDRD1","false","TDRD1"
"108","LYZL6","false","LYZL6"
"142","LYZL4","false","LYZL4"
"108","FETUB","false","FETUB"
"2","CKS2","false","CKS2"
"2","ZCWPW1","false","ZCWPW1"
"2","MASTL","false","MASTL"
"2","NCAPD3","false","NCAPD3"
"2","RBBP8","false","RBBP8"
"2","NUMA1","false","NUMA1"
"37","TUBGCP5","false","TUBGCP5"
"2","CENPI","false","CENPI"
"66","MCM8","false","MCM8"
"123","SHCBP1L","false","SHCBP1L"
"2","SGO2","false","SGO2"
"2","SMC4","false","SMC4"
"2","KNL1","false","KNL1"
"2","NCAPD2","false","NCAPD2"
"2","E2F7","false","E2F7"
"2","SMC2","false","SMC2"
"2","KIF18A","false","KIF18A"
"37","TUBGCP3","false","TUBGCP3"
"37","TUBGCP4","false","TUBGCP4"
"37","TUBG1","false","TUBG1"
"37","TUBGCP6","false","TUBGCP6"
"2","MND1","false","MND1"
"2","KDM2B","false","KDM2B"
"34","SNU13","false","SNU13"
"2","SMC1A","false","SMC1A"
"2","RAD54L","false","RAD54L"
"2","PTTG1","false","PTTG1"
"3","SMC1B","false","SMC1B"
"2","ASPM","false","ASPM"
"2","SGO1","false","SGO1"
"2","PCNA","false","PCNA"
"2","NUF2","false","NUF2"
"66","MCM9","false","MCM9"
"2","FANCM","false","FANCM"
"2","AURKC","false","AURKC"
"2","PKMYT1","false","PKMYT1"
"2","NDC80","false","NDC80"
"2","ESPL1","false","ESPL1"
"2","NASP","false","NASP"
"2","RPA1","false","RPA1"
"2","E2F8","false","E2F8"
"2","NCAPH","false","NCAPH"
"2","FBXO5","false","FBXO5"
"2","RAD51AP1","false","RAD51AP1"
"2","ASF1B","false","ASF1B"
"1","EOMES","false","EOMES"
"43","PHLDA2","false","PHLDA2"
"2","DNMT3L","false","DNMT3L"
,"GCM1","false","GCM1"
"1","HES1","false","HES1"
"172","GAL3ST1","false","GAL3ST1"
"2","TRIP13","false","TRIP13"
"4","OR10J1","false","OR10J1"
"4","OR2H2","false","OR2H2"
"26","CLDN4","false","CLDN4"
"1","CTNNA1","false","CTNNA1"
"1","NPAS1","false","NPAS1"
"1","CLOCK","false","CLOCK"
"1","CITED2","false","CITED2"
"1","THRB","false","THRB"
"1","THRA","false","THRA"
"11","CFAP58","false","CFAP58"
"11","CFAP65","false","CFAP65"
"10","RSPH1","false","RSPH1"
"11","WDR66","false","WDR66"
"109","SPATA9","false","SPATA9"
"11","MAATS1","false","MAATS1"
"33","SEPTIN12","false","SEPTIN12"
"11","DZIP1","false","DZIP1"
"11","ARMC2","false","ARMC2"
"79","TBC1D21","false","TBC1D21"
"79","ARMC12","false","ARMC12"
"173","IRX5","false","IRX5"
"1","ETV6","false","ETV6"
"173","ARID5B","false","ARID5B"
"110","SPANXB1","false","SPANXB1"
"174","CHD5","false","CHD5"
"174","MBD2","false","MBD2"
"2","ING2","false","ING2"
"2","ARID4B","false","ARID4B"
"2","EPC1","false","EPC1"
"2","ARID4A","false","ARID4A"
"56","AZIN2","false","AZIN2"
"1","IL4R","false","IL4R"
"1","MERTK","false","MERTK"
"46","GOLGA2","false","GOLGA2"
"46","FOLR1","false","FOLR1"
"46","TMED2","false","TMED2"
"85","UBE3A","false","UBE3A"
"2","BRD2","false","BRD2"
,"KDM3A","false","KDM3A"
,"NR2C2","false","NR2C2"
"175","TMF1","false","TMF1"
"9","WDR19","false","WDR19"
"70","ATN1","false","ATN1"
"7","TSPY1","false","TSPY1"
"62","TIPARP","false","TIPARP"
"2","KDM5B","false","KDM5B"
"1","ZNF318","false","ZNF318"
"72","MAK","false","MAK"
"111","ZMIZ1","false","ZMIZ1"
"1","NRIP1","false","NRIP1"
"25","WDR48","false","WDR48"
"1","HOXB13","false","HOXB13"
"2","TOP2B","false","TOP2B"
"2","INTS13","false","INTS13"
"5","RNF17","false","RNF17"
,"WDR77","false","WDR77"
"2","KAT5","false","KAT5"
,"KLC3","false","KLC3"
"107","BAG6","false","BAG6"
"1","CAPN2","false","CAPN2"
"105","DHCR24","false","DHCR24"
"130","HTRA1","false","HTRA1"
"165","CD46","false","CD46"
"18","SEMG1","false","SEMG1"
"169","TMEM119","false","TMEM119"
"6","DNAJB6","false","DNAJB6"
"176","CGB7","false","CGB7"
"38","CGB5","false","CGB5"
"176","APOL2","false","APOL2"
"73","PLTP","false","PLTP"
"158","CUL7","false","CUL7"
"177","APELA","false","APELA"
"93","PUM1","false","PUM1"
"2","BUB1","false","BUB1"
"2","BUB1B","false","BUB1B"
"125","VPS13B","false","VPS13B"
,"AP3B1","false","AP3B1"
"4","CRIP1","false","CRIP1"
"1","ANTXR1","false","ANTXR1"
"178","ZNF830","false","ZNF830"
"178","ANKRD49","false","ANKRD49"
"3","REC114","false","REC114"
"3","CCDC36","false","CCDC36"
"3","MEI1","false","MEI1"
"3","MEI4","false","MEI4"
"3","C11orf80","false","C11orf80"
"3","PRDM9","false","PRDM9"
"3","SYCE1","false","SYCE1"
"3","HORMAD1","false","HORMAD1"
"3","SPO11","false","SPO11"
"3","HORMAD2","false","HORMAD2"
"3","SYCE2","false","SYCE2"
"3","STAG3","false","STAG3"
"3","REC8","false","REC8"
"5","TEX15","false","TEX15"
"3","MSH4","false","MSH4"
"3","ANKRD31","false","ANKRD31"
"1","FGFR2","false","FGFR2"
"179","ANG","false","ANG"
"40","GDF9","false","GDF9"
"112","FOXL2","false","FOXL2"
"1","LHX9","false","LHX9"
"40","FIGLA","false","FIGLA"
"1","ZFPM2","false","ZFPM2"
"1","DHH","false","DHH"
"40","NOBOX","false","NOBOX"
"99","DMRTA1","false","DMRTA1"
"59","SOX8","false","SOX8"
,"SOX3","false","SOX3"
"17","NANOS3","false","NANOS3"
"127","NANOS2","false","NANOS2"
"17","SOHLH1","false","SOHLH1"
"40","LHX8","false","LHX8"
"29","PBX1","false","PBX1"
"59","DMRT2","false","DMRT2"
"26","CLDN11","false","CLDN11"
"1","PTX3","false","PTX3"
"1","RGN","false","RGN"
"162","KLK14","false","KLK14"
,"TNFAIP6","false","TNFAIP6"
"1","RECK","false","RECK"
"28","IZUMO1R","false","IZUMO1R"
"15","PRND","false","PRND"
"28","FOLR2","false","FOLR2"
"15","LY6K","false","LY6K"
"1","PRDM14","false","PRDM14"
"56","PRSS21","false","PRSS21"
"22","PLA2G4B","false","PLA2G4B"
"22","PLA2G4C","false","PLA2G4C"
"22","PLA2G10","false","PLA2G10"
"22","PLA2G6","false","PLA2G6"
"22","PLA2G3","false","PLA2G3"
"20","YTHDC1","false","YTHDC1"
"20","YTHDF2","false","YTHDF2"
"20","ALKBH1","false","ALKBH1"
"30","MYCBPAP","false","MYCBPAP"
"1","PAX5","false","PAX5"
"30","ENO4","false","ENO4"
"30","PGAM2","false","PGAM2"
"1","PTPN11","false","PTPN11"
"1","KITLG","false","KITLG"
"180","SPHK2","false","SPHK2"
"1","CIB1","false","CIB1"
"1","FRS2","false","FRS2"
,"PHB2","false","PHB2"
"1","IDO1","false","IDO1"
"2","CCNE2","false","CCNE2"
"1","DDR1","false","DDR1"
