"CD_AnnotatedMembers_Overlap","CD_AnnotatedMembers_Pvalue","CD_AnnotatedMembers_Size","CD_CommunityName","CD_Labeled","CD_MemberList","CD_MemberList_LogSize","CD_MemberList_Size","name","selected"
"0.0","0.0","0","false","ADAMTS20 ADAMTS9 ARCN1 BCL2 BCL2L11 DCTN1 DCTN2 EDA EDAR EN1 FIG4 GLI3 MEF2C MYO7A MYSM1 PIKFYVE RAB11A RAB11B RAB17 RAB1A RAB29 RACK1 SHROOM2 SOD2 TBX2 TH TRAPPC6A USP13 VPS33A","4.858","29","C250327","false","C250327"
"0.0","0.0","0","false","RAB11B RAB1A TRAPPC6A","1.585","3","C250247","false","C250247"
"0.0","0.0","0","false","GLI3 MEF2C TBX2","1.585","3","C250248","false","C250248"
"0.0","0.0","0","false","BCL2 BCL2L11 SOD2","1.585","3","C250249","false","C250249"
"0.0","0.0","0","false","MYO7A SHROOM2","1.0","2","C250250","false","C250250"
"0.0","0.0","0","false","RAB17 VPS33A","1.0","2","C250251","false","C250251"
"0.0","0.0","0","false","EN1 TH","1.0","2","C250252","false","C250252"
"0.0","0.0","0","false","EDA EDAR","1.0","2","C250253","false","C250253"
"0.0","0.0","0","false","MYSM1 USP13","1.0","2","C250254","false","C250254"
"0.0","0.0","0","false","DCTN1 DCTN2","1.0","2","C250255","false","C250255"
"0.0","0.0","0","false","FIG4 PIKFYVE","1.0","2","C250256","false","C250256"
"0.0","0.0","0","false","ARCN1 RACK1","1.0","2","C250257","false","C250257"
"0.0","0.0","0","false","RAB11A RAB29","1.0","2","C250258","false","C250258"
"0.0","0.0","0","false","ADAMTS20 ADAMTS9","1.0","2","C250259","false","C250259"
